,Headlines,Time,Sentiment
1802,Cramer's lightning round: 'You should be a buyer' of DowDuPont ahead of the breakup," 7:03  PM ET Tue, 18 Dec 2018",1
1803,"Food delivered 'right into your fridge' is the future, says Walmart's e-commerce chief"," 7:00  PM ET Tue, 18 Dec 2018",5
1804,Boeing CFO cites strong demand for planes and services as reasons for buyback boost," 6:58  PM ET Tue, 18 Dec 2018",5
1805,Fed needs to take 'wait-and-see' approach to rate hikes for stocks to get 'sustained' rally," 7:27  PM ET Tue, 18 Dec 2018",3
1807,Cramer Remix: Johnson & Johnson has to stop dropping for the market to head higher," 7:35  AM ET Tue, 18 Dec 2018",1
1808,Cramer's lightning round: 'Yield will protect you in this awful market'," 7:28  PM ET Mon, 17 Dec 2018",1
1809,"Four things need to happen for the stock market to bottom, Jim Cramer says"," 7:28  PM ET Mon, 17 Dec 2018",4
1810,Johnson & Johnson CEO: 'We unequivocally believe' our baby powder does not contain asbestos," 7:28  PM ET Mon, 17 Dec 2018",1
1811,"February lows are the key levels to watch, says Steve Grasso"," 4:53  PM ET Mon, 17 Dec 2018",3
1812,"Cramer Remix: Adobe and Costco are broken stocks, not broken companies"," 6:59  PM ET Fri, 14 Dec 2018",1
1814,Cramer's lightning round: Slim pickings as various sectors enter bear markets," 7:04  PM ET Fri, 14 Dec 2018",2
1815,"Starbucks, Uber CEOs talk new partnership, emphasis on company culture"," 6:58  PM ET Fri, 14 Dec 2018",4
1816,Cramer on the sell-off: Negativity shouldn't stop you from careful stock-picking," 6:50  PM ET Fri, 14 Dec 2018",1
1817,Cramer's game plan: Bargains may not be enough to attract buyers," 6:50  PM ET Fri, 14 Dec 2018",3
1818,A 10% rally for the S&P 500 is possible by year-end: Fundstrat's Tom Lee," 6:13  PM ET Fri, 14 Dec 2018",4
1819,"This is the most volatile year on record, and one strategist sees wild moves sticking around","12:56  PM ET Fri, 14 Dec 2018",1
1820,UBS predicts a S&P 500 rally next year that's 20% higher than current levels," 7:59  AM ET Fri, 14 Dec 2018",2
1821,"Cramer Remix: While these stocks represent good value, they won't be going higher soon"," 7:09  PM ET Thu, 13 Dec 2018",3
1822,Cramer's lightning round: I see Walmart's stock going higher," 7:08  PM ET Thu, 13 Dec 2018",3
1823,Newly public Tencent Music 'would be a screaming buy' if it wasn't for China: Cramer," 7:08  PM ET Thu, 13 Dec 2018",1
1824,"Adobe CEO on Magento, Marketo deals making 'only comprehensive platform' for enterprise marketing"," 7:07  PM ET Thu, 13 Dec 2018",1
1825,"After a hike next week, the Fed would be 'nuts to keep tightening': Cramer"," 7:07  PM ET Thu, 13 Dec 2018",2
1826,Cramer Remix: To ignore this trend is to miss a huge opportunity," 7:16  PM ET Wed, 12 Dec 2018",1
1827,'Facebook's stock is bottoming here' as Instagram keeps drawing ad dollars: Jim Cramer," 7:15  PM ET Wed, 12 Dec 2018",1
1829,Cramer's lightning round: 'It's too nightmarish' to own bank stocks in this environment," 7:15  PM ET Wed, 12 Dec 2018",1
1830,"'The rules of engagement have broken' in cyberspace, says CEO of cybersecurity giant FireEye"," 7:15  PM ET Wed, 12 Dec 2018",1
1831,Here are the stocks that will get the biggest boost if US-China trade talks are successful: Cramer," 7:15  PM ET Wed, 12 Dec 2018",4
1832,Cramer Remix: Don't waste your time with sector-based ETFs," 7:05  PM ET Tue, 11 Dec 2018",1
1833,Cramer's lightning round: You may end up regretting selling 'pure growth' stocks here," 7:05  PM ET Tue, 11 Dec 2018",5
1834,"Cramer's charts put recent volatility into perspective, signal a potential bottom for the averages"," 7:04  PM ET Tue, 11 Dec 2018",4
1836,Canopy Growth still best way to play Canadian cannabis even with Cronos-Altria deal: Cramer," 7:04  PM ET Tue, 11 Dec 2018",5
1837,Cramer: Pick individual stocks with long-term growth stories in this 'treacherous' market," 7:04  PM ET Tue, 11 Dec 2018",1
1838,Cramer Remix: This is a good stock in a bad market," 7:05  PM ET Mon, 10 Dec 2018",4
1839,Cramer's lightning round: Cisco is currently the cheapest large-cap tech stock," 7:05  PM ET Mon, 10 Dec 2018",5
1840,Don't judge early-stage biotech Moderna on its stock's post-IPO drop: Cramer," 7:05  PM ET Mon, 10 Dec 2018",2
1841,"Splunk CEO talks data analytics company's new capabilities in voice, AR"," 7:05  PM ET Mon, 10 Dec 2018",5
1842,"The action in Apple's stock tells you everything you need to know about this market, says Jim Cramer"," 7:05  PM ET Mon, 10 Dec 2018",5
1843,Cramer Remix: The trade war isn't about trade—it's about global domination," 7:41  PM ET Fri,  7 Dec 2018",1
1844,Cramer's lightning round: There are better drug stocks to own than GlaxoSmithKline," 7:42  PM ET Fri,  7 Dec 2018",2
1845,"Cramer: Buy shares in cloud plays Salesforce, Splunk, VMware, Workday on downturns"," 7:42  PM ET Fri,  7 Dec 2018",5
1846,"If the Fed doesn't raise rates this month, the market could panic, Cramer says"," 7:42  PM ET Fri,  7 Dec 2018",1
1847,"Cramer's game plan: Between the Fed, China and Apple, get ready for more volatility"," 7:42  PM ET Fri,  7 Dec 2018",4
1848,The market is 'scratching at the bottom' and will end the year higher: Wells Fargo's Chris Harvey,"12:36  PM ET Fri,  7 Dec 2018",2
1849,Cramer's lightning round: Take a long-term view on JP Morgan's stock," 8:25  PM ET Thu,  6 Dec 2018",4
1851,US Concrete CEO sees path to infrastructure bill 'in the next two years'," 8:25  PM ET Thu,  6 Dec 2018",4
1852,"Cramer Remix: If China is serious about lowering trade barriers, this stock is a winner"," 7:59  PM ET Thu,  6 Dec 2018",5
1853,"Huawei arrest just made companies like Apple less valuable, Jim Cramer says"," 8:06  PM ET Thu,  6 Dec 2018",1
1854,CEO of world's largest restaurant company talks chasing growth with e-commerce technology," 8:06  PM ET Thu,  6 Dec 2018",5
1855,"The Fed is fighting 4 inflationary trends it can't control, Cramer says"," 7:56  PM ET Thu,  6 Dec 2018",1
1856,Cramer Remix: Federal Reserve officials have to watch what they say,"10:57  PM ET Tue,  4 Dec 2018",3
1858,Cramer's lightning round: Barnes & Noble's stock is trading like it could get acquired," 7:02  PM ET Tue,  4 Dec 2018",5
1859,"This sell-off was caused by a computer-driven 'footrace,' Jim Cramer says"," 7:01  PM ET Tue,  4 Dec 2018",1
1860,"US is well on its way to Trump's goal of 'energy dominance,' says Marathon Petroleum CEO"," 7:00  PM ET Tue,  4 Dec 2018",4
1861,Money managers are realizing that Trump isn't 'dependable enough' for the market: Cramer," 7:00  PM ET Tue,  4 Dec 2018",2
1862,Cramer Remix: These recession-proof stocks are worth buying on a pullback," 7:06  PM ET Mon,  3 Dec 2018",5
1863,"Cramer: Caterpillar stock charts show high-risk, high-reward chance of a 'snapback rally'"," 7:42  PM ET Mon,  3 Dec 2018",3
1864,Cramer's lightning round: My playbook for Okta's earnings report," 7:06  PM ET Mon,  3 Dec 2018",5
1865,"Groupon CEO on AMC partnership, transforming his platform into a 'utility'"," 7:06  PM ET Mon,  3 Dec 2018",5
1866,Cramer explains how to profit from China's trade concessions," 7:06  PM ET Mon,  3 Dec 2018",4
1867,Cramer Remix: This company's earnings could signal a weakening economy," 7:03  PM ET Fri, 30 Nov 2018",1
1868,Cramer's lightning round: I'm not a fan of Netflix's stock as an end-of-year buy," 7:03  PM ET Fri, 30 Nov 2018",1
1869,"Even at $6, Snap's stock still isn't a bargain, Cramer warns: 'It's an ill-advised decision to buy'"," 7:03  PM ET Fri, 30 Nov 2018",1
1870,Cramer on how to play the possible outcomes of Trump-Xi meeting at G-20," 7:29  PM ET Fri, 30 Nov 2018",4
1871,Cramer's game plan: A week defined by trade talks and employment," 7:03  PM ET Fri, 30 Nov 2018",4
1873,Cramer Remix: What needs to happen to avert a slowdown in 2019," 7:38  PM ET Thu, 29 Nov 2018",5
1874,Cramer's lightning round: Buy DowDuPont—the breakup-related pain is over," 7:15  PM ET Thu, 29 Nov 2018",1
1875,"'We have to raise prices' if tariffs go to 25%, says CEO of Calvin Klein parent"," 7:15  PM ET Thu, 29 Nov 2018",2
1876,Cramer flags four stocks to buy if US-China trade talks go south," 7:15  PM ET Thu, 29 Nov 2018",4
1877,Cramer Remix: The Praxair-Linde deal is a double-edged sword," 7:07  PM ET Wed, 28 Nov 2018",5
1878,"Non-bank lenders like Quicken Loans are 'the biggest risk to the system' right now, Jim Cramer warns"," 7:08  PM ET Wed, 28 Nov 2018",1
1880,Cramer's lightning round: Buy Acadia Pharmaceuticals' stock at your own risk," 7:07  PM ET Wed, 28 Nov 2018",1
1881,"We have the first-mover advantage in 5G, Qualcomm CEO says","12:06  PM ET Thu, 29 Nov 2018",5
1882,Qualcomm CEO: We're 'on the doorstep' of a resolution with Apple," 7:28  PM ET Thu, 29 Nov 2018",4
1883,"Stocks still have one more hurdle before the 'bullish promised land,' Cramer says"," 7:00  PM ET Wed, 28 Nov 2018",2
1884,"Cramer Remix: I'm taking a stand against 'cautious,' unhelpful market commentary"," 7:28  PM ET Tue, 27 Nov 2018",1
1885,Cramer's lightning round: Citigroup and JP Morgan are my only bank stock picks," 7:28  PM ET Tue, 27 Nov 2018",1
1886,Cramer: Volatility charts suggest now is the time to buy into stocks," 7:28  PM ET Tue, 27 Nov 2018",3
1887,Marc Benioff says employees leaving big tech is 'a message to the executives'," 7:28  PM ET Tue, 27 Nov 2018",1
1888,"Apple's stock holds the key to the end of the bear market, Jim Cramer says"," 7:28  PM ET Tue, 27 Nov 2018",5
1889,"Salesforce has never been stronger or in a better position than it is now, CEO says after earnings","12:05  PM ET Wed, 28 Nov 2018",3
1890,Cramer Remix: Most money managers haven't seen a bear market like this one," 7:18  PM ET Mon, 26 Nov 2018",1
1891,Cramer's lightning round: This oil-refining stock will be a long-term winner," 7:15  PM ET Mon, 26 Nov 2018",5
1892,"Cramer flags 'bargain' retail stocks: Macy's, Kohl's, Target, Amazon"," 7:06  PM ET Mon, 26 Nov 2018",5
1893,"Cramer: 'You can't own United Technologies in a vacuum,' so think before you buy on Rockwell deal"," 7:05  PM ET Mon, 26 Nov 2018",1
1895,Cramer says market could rally another 4% before continuing its bearish moves,"12:26  PM ET Thu, 29 Nov 2018",1
1896,Cramer Remix: The new narratives that sent tech tumbling," 7:02  PM ET Tue, 20 Nov 2018",5
1897,Cramer's lightning round: Five Below is far too oversold and can be bought," 7:02  PM ET Tue, 20 Nov 2018",2
1898,"Siri creator says Apple 'dropped the ball' on third-party voice partners, but they're the future"," 7:01  PM ET Tue, 20 Nov 2018",3
1899,Cramer: Charts forecast further declines for oil prices and stocks," 7:01  PM ET Tue, 20 Nov 2018",3
1900,Cramer: Powell now has 8 reasons to pause the Fed's rate hikes after December," 7:01  PM ET Tue, 20 Nov 2018",1
1902,Cramer Remix: This market can't stabilize until Apple does," 7:04  PM ET Mon, 19 Nov 2018",1
1903,The odds that the US and China don't reach a trade deal just got higher: Cramer," 7:05  PM ET Mon, 19 Nov 2018",2
1904,Cramer's lightning round: Business at these two oil plays will improve in 2019," 7:04  PM ET Mon, 19 Nov 2018",4
1905,"Cramer: The bear thesis holds in beer stock Molson Coors, but you can buy it for speculation"," 6:59  PM ET Mon, 19 Nov 2018",3
1906,"The sell-off can't end until these 10 problems are fixed, Jim Cramer argues"," 3:05  PM ET Wed, 21 Nov 2018",1
1907,"Cramer Remix: When the market brings this sector down, this stock is a buy"," 7:03  PM ET Fri, 16 Nov 2018",5
1908,Cramer: Don't buy shares of Nvidia—the chipmaker is in the penalty box for now," 7:08  PM ET Fri, 16 Nov 2018",1
1909,Cramer's lightning round: Don't buy shares of Target until after it reports," 7:08  PM ET Fri, 16 Nov 2018",1
1910,Coca-Cola CEO on coffee strategy: We're not going head to head with Starbucks," 6:59  PM ET Fri, 16 Nov 2018",1
1911,"Cramer's game plan: Focus on opportunity as market awaits Fed, China news"," 6:40  PM ET Fri, 16 Nov 2018",4
1912,"Cramer Remix: If you want a long-term cannabis play, look no further","10:24  AM ET Fri, 16 Nov 2018",2
1913,Cramer's lightning round: This biotech has the perfect stock for this environment," 7:29  PM ET Thu, 15 Nov 2018",5
1914,Cramer's GE retrospective: The analysts that got it right and the CEOs that got it wrong," 7:25  PM ET Thu, 15 Nov 2018",4
1915,Cramer says CEOs are telling him off the record the economy has quickly cooled," 7:11  PM ET Thu, 15 Nov 2018",2
1917,"Fed's Powell still has a chance to save the economy before it's too late, Cramer says"," 7:11  PM ET Thu, 15 Nov 2018",3
1918,"Cramer: For the first time, Powell seems concerned about the economy, and that's good"," 8:01  PM ET Wed, 14 Nov 2018",3
1919,Cisco CEO 'optimistic that we'll get some resolution' on US-China trade dispute," 7:27  PM ET Wed, 14 Nov 2018",3
1920,Cramer's lightning round: I endorse buying shares of Blackstone Group," 7:25  PM ET Wed, 14 Nov 2018",5
1921,SAP-Qualtrics deal 'validated just how big this category is': CEO of SurveyMonkey parent," 2:17  PM ET Thu, 15 Nov 2018",5
1922,Cramer's 3 cardinal rules for investing during a bear market," 7:25  PM ET Wed, 14 Nov 2018",4
1924,Cramer Remix: This tech play can withstand Wall Street's pushback," 7:26  PM ET Wed, 14 Nov 2018",5
1925,We need to put Santa on a 'milk carton' for now — Art Cashin on a possible holiday stock rally," 5:20  PM ET Wed, 14 Nov 2018",5
1926,Cramer Remix: This stock has engineered the greatest turnaround story of our era," 7:21  PM ET Tue, 13 Nov 2018",5
1927,Cramer's lightning round: Dropbox's stock is a buy even after the tech sell-off," 7:21  PM ET Tue, 13 Nov 2018",5
1928,Cramer shares 'chart master' Larry Williams' top trades for the end of the year," 7:21  PM ET Tue, 13 Nov 2018",5
1929,'It would be crazy' for the Fed to ignore these key slowdown signals: Cramer," 7:21  PM ET Tue, 13 Nov 2018",1
1930,"Analysts are missing the mark on shares of Apple and FANG, Cramer says"," 7:21  PM ET Tue, 13 Nov 2018",1
1931,Cramer Remix: Alphabet is FANG's biggest conundrum," 7:07  PM ET Mon, 12 Nov 2018",5
1932,Cramer's lightning round: How investors should approach the 'best-in-show' stock of Nvidia," 7:04  PM ET Mon, 12 Nov 2018",5
1933,Cramer's guide to knowing when a stock's dividend is safe," 7:04  PM ET Mon, 12 Nov 2018",4
1934,"Starbucks CEO: 'We're not immune' to the trade war, but we're 'playing the long game' in China"," 7:03  PM ET Mon, 12 Nov 2018",1
1935,Cramer explains the Apple-led sell-off and what could stop the declines," 7:03  PM ET Mon, 12 Nov 2018",1
1936,Cramer Remix: Next week's earnings could make or break how the Fed approaches rate hikes," 7:04  PM ET Fri,  9 Nov 2018",3
1937,Cramer's lightning round: A tale of two Squares," 7:04  PM ET Fri,  9 Nov 2018",4
1939,"Funko CEO touts 'competitive advantage' with Fortnite products, talks moving out of China"," 7:04  PM ET Fri,  9 Nov 2018",4
1940,"'I wouldn't buy' the risky stock of Crocs, but shoemaker deserves credit for turnaround: Cramer"," 7:00  PM ET Fri,  9 Nov 2018",1
1941,Cramer's game plan: Let the market fret over oil and get ready to buy high-quality stocks," 6:59  PM ET Fri,  9 Nov 2018",5
1942,Cramer Remix: Why ETFs can be dangerous for stocks and investors," 4:59  PM ET Fri,  9 Nov 2018",1
1943,Cramer's lightning round: Foot Locker's stock has run too much for my liking," 4:59  PM ET Fri,  9 Nov 2018",2
1944,"'Red Dead Redemption 2' has already outpaced previous installment's sales, Take-Two CEO says"," 7:04  PM ET Thu,  8 Nov 2018",2
1946,DowDuPont CEO says split will generate nearly $1 billion in research funding," 7:04  PM ET Thu,  8 Nov 2018",1
1947,"October's meltdown may have been the best thing for this market, Cramer says"," 7:04  PM ET Thu,  8 Nov 2018",1
1948,"Cramer Remix: With Jeff Sessions out, this stock could thrive"," 9:55  AM ET Thu,  8 Nov 2018",4
1949,Cramer's lightning round: Cisco's stock is a buy 'right here'," 7:08  PM ET Wed,  7 Nov 2018",5
1950,Cloud plays may be 'best tech stocks to own' as 2018 ends: Cramer," 7:08  PM ET Wed,  7 Nov 2018",5
1951,"'Free shipping is pretty much table stakes' in e-commerce today, Etsy CEO says","12:18  PM ET Thu,  8 Nov 2018",3
1952,Cramer's advice on investing during Washington gridlock: Buy fast growers," 7:08  PM ET Wed,  7 Nov 2018",5
1953,Cramer Remix: Apple's not a forbidden fruit—it's a buy here," 7:02  PM ET Tue,  6 Nov 2018",5
1954,Cramer's lightning round: This stock could recover if the Democrats win the House," 7:02  PM ET Tue,  6 Nov 2018",1
1955,Cramer: Charts suggest Apple's stock could bottom this week and then soar to new highs," 7:02  PM ET Tue,  6 Nov 2018",1
